months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
85,27,753452,IL,2000,1174.14,0,602416,MALE,priv-house-serv,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,1951 Best Ave,14,4,0,0,NO,59070,10740,5370,42960,Toyota,Camry,2012,N
119,34,594783,IL,500,1299.18,0,463271,FEMALE,tech-support,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,7,1,2,1,YES,45540,8280,8280,28980,Honda,Civic,1998,Y
169,34,725330,IN,500,1469.75,0,458132,FEMALE,sales,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,1386 Britain St,0,1,0,0,YES,38700,7740,3870,27090,Volkswagen,Passat,2012,N
225,39,607259,OH,500,1390.72,0,448949,MALE,tech-support,other-relative,83900,-52100,Parked Car,?,Trivial Damage,None,SC,Northbrook,7928 Maple Ridge,6,1,2,1,YES,5830,1060,530,4240,Nissan,Pathfinder,2011,N
169,39,865201,OH,2000,1140.15,0,608929,MALE,armed-forces,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,0,3,NO,46200,4200,8400,33600,Suburu,Legacy,2015,N
124,32,140977,IN,1000,1310.71,0,469875,FEMALE,farming-fishing,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,0,1,NO,57700,5770,5770,46160,Toyota,Camry,2003,N
320,48,787351,IL,2000,1730.49,7000000,443342,MALE,transport-moving,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,2,0,NO,56160,4680,9360,42120,Saab,95,1995,N
297,47,272330,IN,500,1616.65,7000000,456363,MALE,adm-clerical,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,0,3,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999,N
136,33,804608,OH,1000,855.14,0,458582,FEMALE,craft-repair,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,2015,N
140,36,753056,IN,500,1363.59,0,468303,FEMALE,armed-forces,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,2,0,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000,N
200,34,910365,IN,1000,828.42,3000000,467762,FEMALE,prof-specialty,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009,N
123,29,379268,IN,500,1209.63,0,447188,FEMALE,machine-op-inspct,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,1,0,YES,73260,16280,0,56980,Volkswagen,Jetta,2014,Y
267,46,362843,OH,2000,1111.17,0,469438,MALE,craft-repair,unmarried,35000,0,Parked Car,?,Trivial Damage,None,WV,Arlington,4905 Best Lane,3,1,2,3,YES,4950,900,450,3600,Toyota,Camry,1995,N
290,42,135400,IN,500,989.97,0,462519,MALE,machine-op-inspct,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,0,1,NO,48000,4800,9600,33600,Saab,95,2013,N
45,37,798579,IN,1000,1114.23,0,432534,MALE,prof-specialty,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005,N
135,34,824116,IL,2000,1687.53,0,465674,FEMALE,protective-serv,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,1,2,NO,78200,15640,7820,54740,Audi,A3,2009,N
110,33,322613,IN,1000,1183.48,0,442389,MALE,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,2,3,NO,55200,13800,9200,32200,Saab,93,2015,Y
259,43,871305,IL,2000,1537.13,0,471614,FEMALE,handlers-cleaners,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,0,2,YES,57060,6340,6340,44380,Ford,Fusion,2012,N
114,30,488037,OH,1000,1173.25,0,442936,FEMALE,protective-serv,husband,0,-34700,Vehicle Theft,?,Minor Damage,None,WV,Arlington,4434 Weaver St,3,1,0,3,YES,4680,520,520,3640,Chevrolet,Malibu,2013,N
404,56,485813,IN,1000,1361.16,4000000,437944,FEMALE,transport-moving,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,2,0,YES,53100,5310,5310,42480,Accura,MDX,2005,Y
282,48,886473,OH,2000,1422.56,7000000,473705,FEMALE,prof-specialty,husband,26900,-55300,Vehicle Theft,?,Minor Damage,None,WV,Springfield,2809 Francis Lane,7,1,1,2,NO,3520,640,320,2560,Accura,MDX,2013,N
57,25,907113,IL,2000,1143.06,0,469363,FEMALE,tech-support,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,2010,N
215,38,833321,IN,500,1405.71,0,465376,FEMALE,craft-repair,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,2008,N
386,53,630683,OH,500,1078.65,0,615730,MALE,craft-repair,not-in-family,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,2,3,YES,66660,12120,6060,48480,Honda,Civic,2006,N
197,41,500639,OH,1000,1324.78,0,478640,FEMALE,prof-specialty,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997,Y
166,37,352120,IN,500,1518.54,0,470510,FEMALE,craft-repair,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,1,1,NO,58300,10600,10600,37100,Ford,F150,2001,N
105,28,866805,OH,500,1082.36,0,452216,FEMALE,prof-specialty,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,2,2,NO,60500,12100,6050,42350,Audi,A5,1995,N
97,26,951863,OH,1000,1270.55,0,478532,MALE,protective-serv,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,2006,Y
148,36,211578,IL,1000,1236.32,5000000,616929,FEMALE,adm-clerical,own-child,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,2,0,NO,61050,5550,11100,44400,Dodge,Neon,2009,N
295,46,863749,IN,500,1265.84,0,605743,FEMALE,prof-specialty,own-child,52200,-44500,Vehicle Theft,?,Minor Damage,None,VA,Arlington,1941 5th Ridge,10,1,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007,N
132,32,684653,OH,2000,1106.84,0,464362,MALE,other-service,wife,43100,-31900,Vehicle Theft,?,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,1,1,YES,5600,1120,560,3920,Suburu,Legacy,2005,N
257,43,797636,IN,1000,974.84,0,468984,FEMALE,transport-moving,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006,N
9,24,326180,IL,2000,1304.46,0,473349,FEMALE,machine-op-inspct,other-relative,51700,-33300,Vehicle Theft,?,Trivial Damage,None,NC,Arlington,6939 3rd Hwy,6,1,0,3,YES,5940,540,1080,4320,Audi,A5,2001,Y
234,43,965187,OH,500,1257.04,0,448294,MALE,protective-serv,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,2,2,YES,51600,10320,5160,36120,Dodge,Neon,2011,N
233,39,728839,OH,2000,1524.18,0,605220,MALE,craft-repair,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,1,0,YES,48870,5430,5430,38010,Saab,95,1999,N
427,60,953334,IN,1000,1178.61,7000000,446608,MALE,craft-repair,own-child,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004,Y
380,53,369781,IL,2000,1166.62,6000000,602500,MALE,priv-house-serv,wife,0,0,Parked Car,?,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,0,3,NO,5700,570,570,4560,Saab,93,2001,N
13,21,990998,IN,1000,1556.31,0,463809,MALE,prof-specialty,not-in-family,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,2,0,YES,94930,8630,8630,77670,Accura,RSX,2014,N
282,43,982678,OH,500,1452.27,0,611996,MALE,farming-fishing,not-in-family,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,1,2,NO,46800,4680,9360,32760,Audi,A5,2007,Y
312,47,646069,OH,1000,1212.07,0,459298,FEMALE,exec-managerial,wife,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000,N
266,46,331683,OH,2000,1578.54,0,468158,MALE,handlers-cleaners,husband,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,N
198,36,521854,IN,1000,1096.39,0,603848,MALE,armed-forces,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,1,3,YES,49410,5490,5490,38430,Audi,A3,2015,N
290,45,737252,OH,2000,1215.36,0,617739,MALE,tech-support,own-child,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012,N
260,46,344480,OH,2000,1482.57,0,607133,MALE,priv-house-serv,husband,35000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,0,1,NO,64080,10680,10680,42720,Toyota,Camry,2005,N
233,43,898519,OH,1000,954.18,0,437470,FEMALE,tech-support,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000,N
230,42,175960,IN,1000,1023.11,0,476130,FEMALE,adm-clerical,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999,N
212,40,489618,IL,1000,1524.45,0,452438,FEMALE,other-service,husband,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17,3,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006,N
218,43,737483,IL,500,1521.55,0,477856,FEMALE,priv-house-serv,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,1,3,YES,68200,13640,6820,47740,Dodge,RAM,2003,Y
152,33,695117,IN,1000,1034.27,0,617721,FEMALE,armed-forces,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,1,0,NO,63900,7100,7100,49700,Accura,TL,2014,N
212,39,167466,OH,1000,1255.35,0,454176,FEMALE,protective-serv,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,0,3,YES,59300,11860,5930,41510,Dodge,RAM,2008,N
242,44,664732,IL,2000,1396.89,6000000,618127,FEMALE,priv-house-serv,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1999,Y
133,34,467841,IN,500,1074.07,0,440833,FEMALE,prof-specialty,husband,70900,-61100,Parked Car,?,Minor Damage,None,WV,Northbend,8492 Andromedia Ridge,8,1,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013,N
290,45,219028,OH,1000,1311.3,0,451550,FEMALE,machine-op-inspct,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,0,0,YES,52650,5850,5850,40950,Ford,F150,2001,Y
322,49,130156,IL,2000,1277.12,0,431853,FEMALE,armed-forces,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007,N
228,39,762951,IN,500,1388.62,0,614274,FEMALE,sales,husband,35200,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995,N
195,37,376879,IL,1000,1406.52,8000000,619148,MALE,tech-support,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,2002,Y
144,37,985446,OH,2000,1896.91,0,460895,FEMALE,handlers-cleaners,not-in-family,73700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,Y
121,34,571462,IN,500,1285.42,0,465440,MALE,priv-house-serv,wife,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,11,1,1,1,NO,67300,6730,6730,53840,Dodge,RAM,2000,Y
398,55,815883,OH,2000,1305.26,0,455482,MALE,farming-fishing,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,1,3,YES,36740,3340,6680,26720,BMW,X5,1998,Y
9,30,258265,IL,1000,1073.83,0,438877,FEMALE,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011,N
115,31,569714,OH,1000,1051.67,0,479824,FEMALE,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,0,3,NO,34160,0,4270,29890,Audi,A5,2005,Y
141,30,556538,IL,1000,1851.78,0,465248,FEMALE,craft-repair,other-relative,78800,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,N
441,55,669501,IN,500,1270.29,4000000,449421,MALE,armed-forces,husband,24000,-50500,Parked Car,?,Minor Damage,None,VA,Arlington,9988 Rock Ridge,4,1,0,0,NO,6400,640,640,5120,Honda,Civic,2002,N
381,55,963761,OH,500,1459.99,0,445856,FEMALE,other-service,wife,35900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,N
191,38,753005,IL,2000,1253.44,0,608525,FEMALE,craft-repair,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,2,0,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,N
145,34,454758,IN,1000,1142.48,0,608813,FEMALE,priv-house-serv,other-relative,0,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,2,0,NO,52250,9500,4750,38000,Suburu,Legacy,2012,N
215,35,330119,IL,1000,1125.4,0,606144,MALE,adm-clerical,husband,40000,-43400,Vehicle Theft,?,Trivial Damage,None,WV,Columbus,7785 Lincoln Lane,6,1,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001,N
246,45,272910,IN,500,1594.37,0,606283,MALE,exec-managerial,own-child,0,0,Parked Car,?,Trivial Damage,None,SC,Riverwood,5630 1st Drive,13,1,0,3,YES,7260,660,1320,5280,Saab,92x,2008,N
237,43,950542,OH,500,911.53,0,449979,FEMALE,sales,husband,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,23,1,0,1,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,N
1,33,388616,OH,2000,1391.63,0,466390,MALE,sales,husband,61200,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,8524 Pine Lane,23,1,0,3,NO,69400,6940,6940,55520,Mercedes,C300,2000,N
5,21,577992,IN,500,915.41,5000000,612316,FEMALE,exec-managerial,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,0,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N
64,28,342830,IL,1000,1468.82,0,474731,MALE,handlers-cleaners,other-relative,56800,-51800,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,3639 Flute Hwy,9,3,2,1,NO,60000,5000,10000,45000,Honda,Accord,1997,N
142,30,491170,IN,500,1412.76,0,603260,MALE,armed-forces,wife,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,22,1,2,3,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996,N
97,27,175553,OH,500,1588.26,0,434370,FEMALE,tech-support,husband,56700,-49300,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,2,1,YES,75690,8410,8410,58870,Saab,95,2014,N
225,43,221186,OH,1000,1517.54,0,617883,MALE,priv-house-serv,own-child,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,16,3,2,0,YES,64400,6440,6440,51520,BMW,X5,2011,N
192,38,744557,IN,1000,1281.43,0,432405,FEMALE,transport-moving,not-in-family,65100,-50300,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,9523 Solo Hwy,10,3,0,2,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,N
285,48,159536,IL,2000,1101.85,0,457875,FEMALE,sales,wife,46100,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,3171 Andromedia Lane,9,1,1,2,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012,N
98,26,727109,IN,2000,1082.1,0,477268,MALE,exec-managerial,other-relative,0,-30900,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,2492 Lincoln Lane,13,2,0,1,YES,65430,14540,7270,43620,Jeep,Wrangler,2001,N
175,36,155604,OH,500,1185.44,0,437580,MALE,exec-managerial,not-in-family,44900,-52500,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,4477 5th Ave,15,3,2,1,YES,42680,3880,7760,31040,Accura,RSX,2006,Y
259,45,608443,IL,2000,1175.07,0,457121,MALE,craft-repair,not-in-family,30100,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,6724 Andromedia St,23,1,1,1,NO,87780,7980,7980,71820,Honda,CRV,2011,N
140,36,117862,OH,2000,979.26,0,436364,FEMALE,transport-moving,own-child,0,-67000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,7495 Washington Ave,2,4,0,2,YES,72800,14560,14560,43680,Honda,Accord,1998,N
186,38,727443,OH,500,922.85,0,471148,MALE,adm-clerical,husband,70300,-70900,Vehicle Theft,?,Trivial Damage,None,NY,Hillsdale,5650 Rock Ave,7,1,1,1,YES,3600,400,400,2800,Honda,Civic,1999,N
229,41,378587,OH,2000,1107.59,3000000,468202,MALE,tech-support,not-in-family,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6888 Elm Ridge,23,1,1,3,NO,62640,10440,10440,41760,Mercedes,C300,2009,N
214,40,118236,OH,1000,1648,0,608405,MALE,transport-moving,not-in-family,57700,-43500,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,6638 Tree Drive,17,1,1,0,YES,44220,8040,4020,32160,Accura,MDX,2000,N
178,38,987524,IL,500,1381.14,0,472253,FEMALE,other-service,wife,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,5678 Lincoln Drive,10,3,0,3,NO,57200,5200,10400,41600,BMW,M5,2011,N
55,35,490596,IL,500,1198.44,8000000,438923,MALE,priv-house-serv,wife,0,0,Vehicle Theft,?,Minor Damage,Police,WV,Columbus,4496 Pine Lane,9,1,0,3,NO,3080,560,560,1960,Nissan,Ultima,1998,N
90,31,524215,OH,2000,951.27,0,607131,FEMALE,other-service,not-in-family,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8845 5th Ave,2,1,1,0,YES,75790,13780,6890,55120,Accura,RSX,2007,N
135,30,913464,IN,2000,1341.24,0,601701,FEMALE,farming-fishing,wife,37100,-46500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,9317 Apache Ave,18,3,0,1,NO,32670,5940,2970,23760,Honda,Accord,2003,N
277,46,398484,IL,2000,1177.57,0,469220,FEMALE,adm-clerical,husband,0,-65500,Vehicle Theft,?,Minor Damage,Police,VA,Arlington,8638 3rd Ave,4,1,2,3,NO,3870,430,860,2580,Jeep,Wrangler,2010,N
211,38,752504,IN,1000,1055.09,0,433250,FEMALE,transport-moving,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,3061 Francis Hwy,12,1,0,3,YES,91520,8320,16640,66560,BMW,X6,2005,Y
156,32,449263,IL,500,1479.48,0,444413,MALE,prof-specialty,unmarried,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,1173 Andromedia Ave,15,1,1,3,YES,74690,6790,13580,54320,Dodge,RAM,2008,Y
136,32,686522,IN,500,1169.62,0,458143,FEMALE,sales,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,7937 Weaver Ridge,6,1,0,0,NO,55000,10000,10000,35000,Toyota,Camry,2008,Y
310,48,670142,IN,500,1516.34,0,474167,FEMALE,adm-clerical,unmarried,11000,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,2823 Weaver Lane,11,4,0,2,NO,59400,13200,6600,39600,Saab,93,1996,Y
243,44,967713,IL,500,809.11,0,600208,MALE,craft-repair,other-relative,33200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,9352 Washington Ave,4,3,2,1,YES,51400,5140,10280,35980,Honda,Civic,1996,N
154,34,840225,OH,1000,1041.36,0,448436,FEMALE,priv-house-serv,husband,53100,-43900,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,7535 5th Lane,18,4,2,3,YES,74360,13520,13520,47320,Toyota,Highlander,2005,Y
458,59,535879,IN,1000,1685.69,0,472236,FEMALE,protective-serv,wife,31400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,3777 Maple Ave,23,1,2,2,YES,71800,14360,14360,43080,Jeep,Grand Cherokee,1995,N
308,47,720356,OH,1000,1013.61,6000000,452349,FEMALE,craft-repair,own-child,45700,-41400,Parked Car,?,Minor Damage,None,NY,Springfield,4369 Maple Lane,7,1,1,1,YES,5590,860,860,3870,Suburu,Impreza,2002,N
108,31,148498,IN,2000,1112.04,6000000,472209,FEMALE,other-service,own-child,52800,-54300,Parked Car,?,Minor Damage,None,SC,Arlington,7583 Washington Ave,5,1,1,3,NO,4290,780,780,2730,Volkswagen,Passat,1998,N
421,57,110122,IN,2000,1206.26,0,459955,FEMALE,armed-forces,own-child,69900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,7552 3rd St,22,3,0,0,NO,78500,15700,7850,54950,Audi,A3,2015,N
266,42,281388,IL,1000,763.67,0,473389,MALE,prof-specialty,own-child,12800,-49700,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,1654 Pine St,12,1,1,3,YES,70830,7870,7870,55090,Jeep,Grand Cherokee,2005,N
412,56,728600,IL,500,1042.56,0,616767,MALE,handlers-cleaners,own-child,0,-66100,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,6058 Andromedia Hwy,19,3,0,2,NO,68040,15120,7560,45360,Suburu,Forrestor,1997,N
126,31,889003,OH,1000,1328.26,0,613921,MALE,sales,not-in-family,42300,-45800,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,3447 Solo Ave,17,1,1,1,NO,60840,13520,6760,40560,Suburu,Forrestor,2011,N
407,55,193213,OH,1000,1250.08,5000000,474598,FEMALE,tech-support,wife,0,-57700,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,1806 Weaver Ridge,0,3,2,3,YES,68160,11360,11360,45440,Ford,Escape,2010,N
101,27,557218,IL,500,982.7,6000000,440865,FEMALE,transport-moving,unmarried,30800,-43700,Parked Car,?,Minor Damage,None,SC,Arlington,7930 Texas Ave,9,1,1,0,NO,5170,940,470,3760,Toyota,Camry,2001,N
252,46,227244,IN,2000,1066.7,0,473370,FEMALE,handlers-cleaners,own-child,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,6357 Texas Lane,22,3,0,2,NO,89520,14920,14920,59680,Audi,A3,2014,N
229,43,791425,IN,2000,1585.54,0,463153,MALE,protective-serv,not-in-family,42600,-44400,Vehicle Theft,?,Minor Damage,None,WV,Hillsdale,9322 Rock Hwy,3,1,1,0,YES,4620,420,840,3360,Volkswagen,Jetta,2012,N
190,38,601042,OH,500,1246.03,0,442919,MALE,craft-repair,unmarried,61900,-50000,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4885 Oak Lane,14,1,0,0,NO,45100,9020,4510,31570,Nissan,Maxima,2013,N
95,32,433663,IN,2000,1356.64,0,449352,MALE,machine-op-inspct,not-in-family,67800,-48600,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,7846 Andromedia Drive,21,3,0,3,YES,83160,15120,15120,52920,Toyota,Camry,2003,N
